SITE_NAME|INVOICE_NAME|BEGIN|END|KWH_PERIOD|PERIOD_EUR
13274_GEO (0247BR)|7230729120|01/01/2018|31/01/2018|2 178|234,27
13274_GEO (0247BR)|7210817415|01/02/2018|28/02/2018|1 980|224,88
13274_GEO (0247BR)|7010677549|01/03/2018|31/03/2018|2 297|258,97
13274_GEO (0247BR)|7010680438|01/04/2018|30/04/2018|2 515|280,78
13274_GEO (0247BR)|7010682137|01/05/2018|31/05/2018|2 632|292,82
13274_GEO (0247BR)|7200873047|01/06/2018|30/06/2018|2 572|286,01
13274_GEO (0247BR)|7010687678|01/07/2018|31/07/2018|2 675|296,95
13274_GEO (0247BR)|7010690351|01/08/2018|31/08/2018|2 704|299,76
13274_GEO (0247BR)|7111711918|01/09/2018|30/09/2018|2 541|285,31
13274_GEO (0247BR)|7010695617|01/10/2018|31/10/2018|2 579|290,25
13274_GEO (0247BR)|7010698165|01/11/2018|30/11/2018|2 469|278,51
13274_GEO (0247BR)|7010700707|01/12/2018|31/12/2018|2 535|285,89
13274_GEO (0247BR)|7010705826|01/01/2019|31/01/2019|2 528|278,51
13274_GEO (0247BR)|7010709596|01/02/2019|28/02/2019|2 291|253,24
13274_GEO (0247BR)|7010713458|01/03/2019|31/03/2019|2 547|280,55
13274_GEO (0247BR)|7010715460|01/04/2019|30/04/2019|2 489|273,99
13274_GEO (0247BR)|7010722067|01/05/2019|31/05/2019|2 579|283,55
13274_GEO (0247BR)|7010724608|01/06/2019|30/06/2019|2 620|285,90
13274_GEO (0247BR)|7010726429|01/07/2019|31/07/2019|2 687|293,31
13274_GEO (0247BR)|7010729457|01/08/2019|31/08/2019|2 699|294,50
13274_GEO (0247BR)|7010732116|01/09/2019|30/09/2019|2 530|277,75
13274_GEO (0247BR)|7103163087|01/10/2019|31/10/2019|2 577|283,42
13274_GEO (0247BR)|7010737238|01/11/2019|30/11/2019|2 464|271,66
13274_GEO (0247BR)|7010740688|01/12/2019|31/12/2019|2 534|279,20
13274_GEO (0247BR)|7010746361|01/01/2020|31/01/2020|2 492|325,95
13274_GEO (0247BR)|7010748665|01/02/2020|29/02/2020|2 300|301,72
13274_GEO (0247BR)|7010752918|01/03/2020|31/03/2020|2 453|319,73
13274_GEO (0247BR)|7010755640|01/04/2020|30/04/2020|2 415|314,49
13274_GEO (0247BR)|7010757872|01/05/2020|31/05/2020|2 492|324,16
13274_GEO (0247BR)|7010760286|01/06/2020|30/06/2020|2 467|320,17
13274_GEO (0247BR)|7010762428|01/07/2020|31/07/2020|2 591|335,21
13274_GEO (0247BR)|7010765495|01/08/2020|31/08/2020|2 590|335,00
13274_GEO (0247BR)|7010768590|01/09/2020|30/09/2020|2 450|318,17
13274_GEO (0247BR)|7010772265|01/10/2020|31/10/2020|2 327|291,91
13274_GEO (0247BR)|7010775227|01/11/2020|30/11/2020|2 291|278,81
13275_GEO (0247KO)|7293511510|01/01/2018|31/01/2018|1 847|229,73
13275_GEO (0247KO)|7293522867|01/02/2018|28/02/2018|1 691|210,94
13275_GEO (0247KO)|7293319851|01/03/2018|31/03/2018|1 853|230,46
13275_GEO (0247KO)|7293534003|01/04/2018|30/04/2018|1 789|222,75
13275_GEO (0247KO)|7293413195|01/05/2018|31/05/2018|1 866|232,02
13275_GEO (0247KO)|7293543396|01/06/2018|30/06/2018|1 803|224,43
13275_GEO (0247KO)|7293752671|01/07/2018|31/07/2018|1 880|233,84
13275_GEO (0247KO)|7293331014|01/08/2018|31/08/2018|1 902|236,49
13275_GEO (0247KO)|7292415194|01/09/2018|30/09/2018|1 807|226,46
13275_GEO (0247KO)|7293114846|01/10/2018|31/10/2018|1 846|231,20
13275_GEO (0247KO)|7294313621|01/11/2018|30/11/2018|1 771|222,09
13275_GEO (0247KO)|7293020499|01/12/2018|31/12/2018|1 817|227,68
13275_GEO (0247KO)|7293335434|01/01/2019|31/01/2019|1 822|250,74
13275_GEO (0247KO)|7294044545|01/02/2019|28/02/2019|1 647|227,35
13275_GEO (0247KO)|7292604722|01/03/2019|31/03/2019|1 825|251,14
13275_GEO (0247KO)|7294049310|01/04/2019|30/04/2019|1 781|245,26
13275_GEO (0247KO)|7294051715|01/05/2019|31/05/2019|1 850|254,48
13275_GEO (0247KO)|7293608854|01/06/2019|30/06/2019|1 859|255,68
13275_GEO (0247KO)|7292425654|01/07/2019|31/07/2019|1 897|260,76
13275_GEO (0247KO)|7293613757|01/08/2019|31/08/2019|1 926|264,63
13275_GEO (0247KO)|7293344257|01/09/2019|30/09/2019|1 821|250,60
13275_GEO (0247KO)|7292217276|01/10/2019|31/10/2019|1 864|256,35
13275_GEO (0247KO)|7294323922|01/11/2019|30/11/2019|1 797|247,40
13275_GEO (0247KO)|7294326246|01/12/2019|31/12/2019|1 840|253,14
13275_GEO (0247KO)|7294059396|01/01/2020|31/01/2020|1 840|251,92
13275_GEO (0247KO)|7294525921|01/02/2020|29/02/2020|1 727|236,95
13275_GEO (0247KO)|7293937310|01/03/2020|31/03/2020|1 869|255,76
13275_GEO (0247KO)|7294061862|01/04/2020|30/04/2020|2 173|296,04
13275_GEO (0247KO)|7293422362|01/05/2020|31/05/2020|2 377|323,06
13275_GEO (0247KO)|7292712403|01/06/2020|30/06/2020|2 477|336,31
13275_GEO (0247KO)|7292714655|01/07/2020|31/07/2020|2 615|354,59
13275_GEO (0247KO)|7293774998|01/08/2020|31/08/2020|2 664|361,08
13275_GEO (0247KO)|7294429343|01/09/2020|30/09/2020|2 531|343,46
13275_GEO (0247KO)|7294130727|01/10/2020|31/10/2020|2 574|349,16
13275_GEO (0247KO)|7294332763|01/11/2020|30/11/2020|2 463|326,28
13276_GEO (0248BB)|1300003029|01/01/2018|31/12/2018|8 701|1 381,67
13276_GEO (0248BB)|9200078810|01/01/2019|31/12/2019|23 492|3 358,71
13276_GEO (0248BB)|1208418009|01/01/2020|31/07/2020|9 018|1 476,10
13276_GEO (0248BB)|1208418011|01/08/2020|31/08/2020|707|112,08
13276_GEO (0248BB)|1100003011|01/09/2020|30/09/2020|996|140,42
13276_GEO (0248BB)|1100003011|01/10/2020|31/10/2020|1 013|143,06
13276_GEO (0248BB)|1100003011|01/11/2020|30/11/2020|980|100,14
13278_GEO (0248BR)|7240675311|01/01/2018|31/12/2018|13 501|1 728,46
13278_GEO (0248BR)|7010740439|01/01/2019|31/12/2019|18 181|2 180,06
13278_GEO (0248BR)|7010770964|01/01/2020|25/10/2020|19 693|2 667,91
13279_GEO (0248KO)|7293511510|01/01/2018|31/01/2018|2 228|277,44
13279_GEO (0248KO)|7293522867|01/02/2018|28/02/2018|2 065|257,80
13279_GEO (0248KO)|7293319851|01/03/2018|31/03/2018|2 278|283,46
13279_GEO (0248KO)|7293534003|01/04/2018|30/04/2018|2 210|275,27
13279_GEO (0248KO)|7293413195|01/05/2018|31/05/2018|2 323|288,88
13279_GEO (0248KO)|7293543396|01/06/2018|30/06/2018|2 264|281,78
13279_GEO (0248KO)|7293752671|01/07/2018|31/07/2018|2 368|294,47
13279_GEO (0248KO)|7293331014|01/08/2018|31/08/2018|2 433|302,31
13279_GEO (0248KO)|7292415194|01/09/2018|30/09/2018|2 275|285,05
13279_GEO (0248KO)|7293114846|01/10/2018|31/10/2018|2 301|288,21
13279_GEO (0248KO)|7294313621|01/11/2018|30/11/2018|2 401|300,34
13279_GEO (0248KO)|7293020499|01/12/2018|31/12/2018|2 676|333,71
13279_GEO (0248KO)|7293335434|01/01/2019|31/01/2019|2 851|390,06
13279_GEO (0248KO)|7294044545|01/02/2019|28/02/2019|2 279|313,63
13279_GEO (0248KO)|7292604722|01/03/2019|31/03/2019|2 362|324,72
13279_GEO (0248KO)|7294049310|01/04/2019|30/04/2019|2 255|310,42
13279_GEO (0248KO)|7294051715|01/05/2019|31/05/2019|2 340|321,78
13279_GEO (0248KO)|7293608854|01/06/2019|30/06/2019|2 398|329,53
13279_GEO (0248KO)|7292425654|01/07/2019|31/07/2019|2 425|333,14
13279_GEO (0248KO)|7293613757|01/08/2019|31/08/2019|2 472|339,42
13279_GEO (0248KO)|7293344257|01/09/2019|30/09/2019|2 321|319,24
13279_GEO (0248KO)|7292217276|01/10/2019|31/10/2019|2 507|344,09
13279_GEO (0248KO)|7294323922|01/11/2019|30/11/2019|2 547|349,44
13279_GEO (0248KO)|7294326246|01/12/2019|31/12/2019|3 162|431,61
13279_GEO (0248KO)|7294059396|01/01/2020|31/01/2020|3 434|465,13
13279_GEO (0248KO)|7294525921|01/02/2020|29/02/2020|2 862|389,35
13279_GEO (0248KO)|7293937310|01/03/2020|31/03/2020|2 850|387,76
13279_GEO (0248KO)|7294061862|01/04/2020|30/04/2020|2 452|335,04
13279_GEO (0248KO)|7293422362|01/05/2020|31/05/2020|2 406|328,94
13279_GEO (0248KO)|7292712403|01/06/2020|30/06/2020|2 322|317,81
13279_GEO (0248KO)|7292714655|01/07/2020|31/07/2020|2 638|359,68
13279_GEO (0248KO)|7293774998|01/08/2020|31/08/2020|2 681|365,37
13279_GEO (0248KO)|7294429343|01/09/2020|30/09/2020|2 539|346,56
13279_GEO (0248KO)|7294130727|01/10/2020|31/10/2020|2 558|349,08
13279_GEO (0248KO)|7294332763|01/11/2020|30/11/2020|2 333|309,06
13280_GEO (0249BB)|1300082549|01/01/2018|31/01/2018|635|99,88
13280_GEO (0249BB)|1300082549|01/02/2018|28/02/2018|630|98,77
13280_GEO (0249BB)|1300082549|01/03/2018|31/03/2018|605|95,39
13280_GEO (0249BB)|1300082549|01/04/2018|30/04/2018|485|66,01
13280_GEO (0249BB)|1300082549|01/05/2018|31/05/2018|501|68,25
13280_GEO (0249BB)|1300082549|01/06/2018|30/06/2018|489|66,75
13280_GEO (0249BB)|1300082549|01/07/2018|31/07/2018|516|70,46
13280_GEO (0249BB)|1300082549|01/08/2018|31/08/2018|528|72,18
13280_GEO (0249BB)|1300082549|01/09/2018|30/09/2018|490|67,25
13280_GEO (0249BB)|1300082549|01/10/2018|31/10/2018|677|90,89
13280_GEO (0249BB)|1300082549|01/11/2018|30/11/2018|720|96,11
13280_GEO (0249BB)|1300082549|01/12/2018|31/12/2018|739|98,53
13280_GEO (0249BB)|1300082549|01/01/2019|31/01/2019|741|94,59
13280_GEO (0249BB)|1300082549|01/02/2019|28/02/2019|672|86,41
13280_GEO (0249BB)|1300082549|01/03/2019|31/03/2019|745|95,23
13280_GEO (0249BB)|1300082549|01/04/2019|30/04/2019|731|93,58
13280_GEO (0249BB)|1300082549|01/05/2019|31/05/2019|758|96,67
13280_GEO (0249BB)|1300082549|01/06/2019|30/06/2019|806|103,55
13280_GEO (0249BB)|1300082549|01/07/2019|31/07/2019|812|103,93
13280_GEO (0249BB)|1300082549|01/08/2019|31/08/2019|825|105,78
13280_GEO (0249BB)|#|01/09/2019|30/09/2019|750|95,94
13280_GEO (0249BB)|1300082549|01/10/2019|31/10/2019|766|97,74
13280_GEO (0249BB)|1300082549|01/11/2019|30/11/2019|735|93,94
13280_GEO (0249BB)|9200080633|01/12/2019|31/12/2019|758|96,74
13280_GEO (0249BB)|1300082549|01/01/2020|31/01/2020|754|110,51
13280_GEO (0249BB)|1300082549|01/02/2020|29/02/2020|707|103,91
13280_GEO (0249BB)|1300082549|01/03/2020|31/03/2020|758|111,22
13280_GEO (0249BB)|1300082549|01/04/2020|30/04/2020|743|108,91
13280_GEO (0249BB)|1300082549|01/05/2020|31/05/2020|783|114,30
13280_GEO (0249BB)|1300082549|01/06/2020|30/06/2020|808|117,90
13280_GEO (0249BB)|#|01/07/2020|31/07/2020|651|96,88
13280_GEO (0249BB)|1300082549|01/08/2020|31/08/2020|648|96,61
13280_GEO (0249BB)|1300082549|01/09/2020|30/09/2020|585|87,25
13280_GEO (0249BB)|1300082549|01/10/2020|31/10/2020|596|88,53
13280_GEO (0249BB)|1300082549|01/11/2020|30/11/2020|566|78,24
13283_GEO (0249KO)|3180000327|01/01/2018|31/03/2018|6 518|782,16
13283_GEO (0249KO)|3180000585|01/04/2018|30/06/2018|7 079|849,48
13283_GEO (0249KO)|3180001009|01/07/2018|30/09/2018|7 188|1 006,32
13283_GEO (0249KO)|3180001340|01/10/2018|31/12/2018|6 108|732,96
13283_GEO (0249KO)|3190000342|01/01/2019|31/03/2019|7 721|1 158,15
13283_GEO (0249KO)|3190000672|01/04/2019|30/06/2019|7 476|1 121,40
13283_GEO (0249KO)|3190001072|01/07/2019|30/09/2019|7 039|1 267,02
13283_GEO (0249KO)|3190001450|01/10/2019|31/12/2019|7 600|1 140,00
13283_GEO (0249KO)|3200000451|01/01/2020|30/06/2020|14 929|2 388,64
13283_GEO (0249KO)|3200000775|01/07/2020|30/09/2020|9 696|1 551,36
13284_GEO (0250BB)|1100003011|01/01/2018|31/01/2018|857|103,08
13284_GEO (0250BB)|1100003011|01/02/2018|28/02/2018|810|99,07
13284_GEO (0250BB)|1100003011|01/03/2018|31/03/2018|870|104,17
13284_GEO (0250BB)|1100003011|01/04/2018|30/04/2018|853|102,76
13284_GEO (0250BB)|1100003011|01/05/2018|31/05/2018|893|106,15
13284_GEO (0250BB)|1100003011|01/06/2018|30/06/2018|888|105,76
13284_GEO (0250BB)|1100003011|01/07/2018|31/07/2018|925|108,93
13284_GEO (0250BB)|1100003011|01/08/2018|31/08/2018|926|109,03
13284_GEO (0250BB)|1100003011|01/09/2018|30/09/2018|866|104,61
13284_GEO (0250BB)|1100003011|01/10/2018|31/10/2018|879|105,72
13284_GEO (0250BB)|1100003011|01/11/2018|30/11/2018|843|102,65
13284_GEO (0250BB)|1100003011|01/12/2018|31/12/2018|880|105,78
13284_GEO (0250BB)|1100003011|01/01/2019|31/01/2019|911|108,44
13284_GEO (0250BB)|1100003011|01/02/2019|28/02/2019|784|98,11
13284_GEO (0250BB)|1100003011|01/03/2019|31/03/2019|856|104,07
13284_GEO (0250BB)|1100003011|01/04/2019|30/04/2019|843|102,96
13284_GEO (0250BB)|1100003011|01/05/2019|31/05/2019|878|105,81
13284_GEO (0250BB)|1100003011|01/06/2019|30/06/2019|886|106,47
13284_GEO (0250BB)|1100003011|01/07/2019|31/07/2019|901|107,68
13284_GEO (0250BB)|1100003011|01/08/2019|31/08/2019|898|107,48
13284_GEO (0250BB)|#|01/09/2019|30/09/2019|835|102,31
13284_GEO (0250BB)|1100003011|01/10/2019|31/10/2019|859|121,17
13284_GEO (0250BB)|1100003011|01/11/2019|30/11/2019|834|118,05
13284_GEO (0250BB)|9200080255|01/12/2019|31/12/2019|882|122,54
13284_GEO (0250BB)|1100003011|01/01/2020|31/01/2020|877|142,19
13284_GEO (0250BB)|1100003011|01/02/2020|29/02/2020|813|134,40
13284_GEO (0250BB)|1100003011|01/03/2020|31/03/2020|827|130,15
13284_GEO (0250BB)|1100003011|01/04/2020|30/04/2020|771|114,43
13284_GEO (0250BB)|1100003011|01/05/2020|31/05/2020|813|118,70
13284_GEO (0250BB)|1100003011|01/06/2020|30/06/2020|790|116,37
13284_GEO (0250BB)|#|01/07/2020|31/07/2020|833|120,76
13284_GEO (0250BB)|1100003011|01/08/2020|31/08/2020|833|120,76
13284_GEO (0250BB)|1100003011|01/09/2020|30/09/2020|775|114,78
13284_GEO (0250BB)|1100003011|01/10/2020|31/10/2020|800|117,32
13284_GEO (0250BB)|1100003011|01/11/2020|30/11/2020|774|79,24
13285_GEO (0250BR)|38630349|01/01/2018|31/03/2018|7 142|679,92
13285_GEO (0250BR)|38630630|01/04/2018|12/07/2018|6 858|658,37
13285_GEO (0250BR)|1020190020|13/07/2018|23/01/2019|14 623|2 127,65
13285_GEO (0250BR)|1020190061|24/01/2019|11/07/2019|9 589|1 682,87
13285_GEO (0250BR)|1020190068|12/07/2019|31/08/2019|7 814|1 371,36
13285_GEO (0250BR)|1020190074|01/09/2019|30/09/2019|1 849|324,50
13285_GEO (0250BR)|1020190080|01/10/2019|31/10/2019|2 319|406,98
13285_GEO (0250BR)|1020190086|01/11/2019|30/11/2019|2 433|426,99
13285_GEO (0250BR)|1020190088|01/12/2019|31/12/2019|2 701|474,03
13285_GEO (0250BR)|VF2020032|01/01/2020|30/06/2020|13 648|2 591,76
13286_GEO (0250KO)|212/2018|01/01/2018|31/03/2018|7 002|1 129,42
13286_GEO (0250KO)|142/2018|01/04/2018|30/06/2018|6 503|1 048,93
13286_GEO (0250KO)|289/2018|01/07/2018|30/09/2018|6 916|1 115,55
13286_GEO (0250KO)|460/2018|01/10/2018|31/12/2018|6 607|1 065,71
13286_GEO (0250KO)|1202019|01/01/2019|31/03/2019|6 738|1 086,84
13286_GEO (0250KO)|3082019|01/04/2019|30/06/2019|6 877|1 109,26
13286_GEO (0250KO)|4692019|01/07/2019|30/09/2019|7 148|1 152,97
13286_GEO (0250KO)|6742019|01/10/2019|31/12/2019|6 005|968,61
13286_GEO (0250KO)|1832020|01/01/2020|31/03/2020|7 591|1 224,43
13286_GEO (0250KO)|3782020|01/04/2020|30/06/2020|8 051|1 298,63
13286_GEO (0250KO)|5852020|01/07/2020|30/09/2020|8 753|1 411,86
13287_GEO (0251BB)|1300082549|01/01/2018|31/01/2018|1 937|251,64
13287_GEO (0251BB)|1300082549|01/02/2018|28/02/2018|1 738|226,65
13287_GEO (0251BB)|1300082549|01/03/2018|31/03/2018|1 945|253,18
13287_GEO (0251BB)|1300082549|01/04/2018|30/04/2018|1 918|249,58
13287_GEO (0251BB)|1300082549|01/05/2018|31/05/2018|1 944|252,81
13287_GEO (0251BB)|1300082549|01/06/2018|30/06/2018|1 999|259,71
13287_GEO (0251BB)|1300082549|01/07/2018|31/07/2018|2 075|269,46
13287_GEO (0251BB)|1300082549|01/08/2018|31/08/2018|2 126|275,84
13287_GEO (0251BB)|1300082549|01/09/2018|30/09/2018|2 020|263,92
13287_GEO (0251BB)|1300082549|01/10/2018|31/10/2018|2 028|265,20
13287_GEO (0251BB)|1300082549|01/11/2018|30/11/2018|1 941|254,24
13287_GEO (0251BB)|1300082549|01/12/2018|31/12/2018|1 984|259,54
13287_GEO (0251BB)|1300082549|01/01/2019|31/01/2019|1 976|247,01
13287_GEO (0251BB)|1300082549|01/02/2019|28/02/2019|1 797|225,63
13287_GEO (0251BB)|1300082549|01/03/2019|31/03/2019|1 992|249,08
13287_GEO (0251BB)|1300082549|01/04/2019|30/04/2019|1 983|247,87
13287_GEO (0251BB)|1300082549|01/05/2019|31/05/2019|2 067|258,05
13287_GEO (0251BB)|1300082549|01/06/2019|30/06/2019|2 102|262,21
13287_GEO (0251BB)|1300082549|01/07/2019|31/07/2019|2 169|270,38
13287_GEO (0251BB)|1300082549|01/08/2019|31/08/2019|2 214|275,62
13287_GEO (0251BB)|#|01/09/2019|30/09/2019|2 063|257,61
13287_GEO (0251BB)|1300082549|01/10/2019|31/10/2019|2 088|260,56
13287_GEO (0251BB)|1300082549|01/11/2019|30/11/2019|1 995|249,37
13287_GEO (0251BB)|9200080633|01/12/2019|31/12/2019|2 002|250,09
13287_GEO (0251BB)|1300082549|01/01/2020|31/01/2020|2 000|295,45
13287_GEO (0251BB)|1300082549|01/02/2020|29/02/2020|1 872|277,30
13287_GEO (0251BB)|1300082549|01/03/2020|31/03/2020|2 006|296,24
13287_GEO (0251BB)|1300082549|01/04/2020|30/04/2020|1 968|289,08
13287_GEO (0251BB)|1300082549|01/05/2020|31/05/2020|2 061|301,57
13287_GEO (0251BB)|1300082549|01/06/2020|30/06/2020|2 044|297,93
13287_GEO (0251BB)|#|01/07/2020|31/07/2020|2 179|315,48
13287_GEO (0251BB)|1300082549|01/08/2020|31/08/2020|2 208|319,17
13287_GEO (0251BB)|1300082549|01/09/2020|30/09/2020|2 083|302,72
13287_GEO (0251BB)|1300082549|01/10/2020|31/10/2020|2 177|311,91
13287_GEO (0251BB)|1300082549|01/11/2020|30/11/2020|2 262|313,00
13288_GEO (0251BR)|7230734415|01/01/2018|26/06/2018|6 770|1 093,25
13288_GEO (0251BR)|7010699531|27/06/2018|31/12/2018|13 540|1 824,51
13288_GEO (0251BR)|7010740130|01/01/2019|31/12/2019|36 572|4 540,16
13289_GEO (0251KO)|7293511510|01/01/2018|31/01/2018|760|97,57
13289_GEO (0251KO)|7293522867|01/02/2018|28/02/2018|727|93,59
13289_GEO (0251KO)|7293319851|01/03/2018|31/03/2018|767|98,41
13289_GEO (0251KO)|7293534003|01/04/2018|30/04/2018|696|89,86
13289_GEO (0251KO)|7293413195|01/05/2018|31/05/2018|739|95,04
13289_GEO (0251KO)|7293543396|01/06/2018|30/06/2018|722|92,99
13289_GEO (0251KO)|7293752671|01/07/2018|31/07/2018|764|98,10
13289_GEO (0251KO)|7293331014|01/08/2018|31/08/2018|756|97,14
13289_GEO (0251KO)|7292415194|01/09/2018|30/09/2018|1 220|154,04
13289_GEO (0251KO)|7293114846|01/10/2018|31/10/2018|1 320|166,17
13289_GEO (0251KO)|7294313621|01/11/2018|30/11/2018|1 276|160,83
13289_GEO (0251KO)|7293020499|01/12/2018|31/12/2018|1 307|164,59
13289_GEO (0251KO)|7293335434|01/01/2019|31/01/2019|1 318|182,18
13289_GEO (0251KO)|7294044545|01/02/2019|28/02/2019|1 199|166,28
13289_GEO (0251KO)|7292604722|01/03/2019|31/03/2019|1 334|184,32
13289_GEO (0251KO)|7294049310|01/04/2019|30/04/2019|1 304|180,31
13289_GEO (0251KO)|7294051715|01/05/2019|31/05/2019|1 202|166,69
13289_GEO (0251KO)|7293608854|01/06/2019|30/06/2019|1 091|151,85
13289_GEO (0251KO)|7292425654|01/07/2019|31/07/2019|1 099|152,92
13289_GEO (0251KO)|7293613757|01/08/2019|31/08/2019|1 122|156,00
13289_GEO (0251KO)|7293344257|01/09/2019|30/09/2019|1 036|144,51
13289_GEO (0251KO)|7292217276|01/10/2019|31/10/2019|1 060|147,71
13289_GEO (0251KO)|7294323922|01/11/2019|30/11/2019|1 012|141,30
13289_GEO (0251KO)|7294326246|01/12/2019|31/12/2019|1 033|144,10
13289_GEO (0251KO)|7294059396|01/01/2020|31/01/2020|1 032|143,52
13289_GEO (0251KO)|7294525921|01/02/2020|29/02/2020|972|135,57
13289_GEO (0251KO)|7293937310|01/03/2020|31/03/2020|1 053|146,31
13289_GEO (0251KO)|7294061862|01/04/2020|30/04/2020|1 032|143,52
13289_GEO (0251KO)|7293422362|01/05/2020|31/05/2020|1 072|148,82
13289_GEO (0251KO)|7292712403|01/06/2020|30/06/2020|1 061|147,36
13289_GEO (0251KO)|7292714655|01/07/2020|31/07/2020|1 143|158,23
13289_GEO (0251KO)|7293774998|01/08/2020|31/08/2020|1 150|159,16
13289_GEO (0251KO)|7294429343|01/09/2020|30/09/2020|1 061|147,36
13289_GEO (0251KO)|7294130727|01/10/2020|31/10/2020|1 082|150,15
13289_GEO (0251KO)|7294332763|01/11/2020|30/11/2020|1 043|138,17
13290_GEO (0252BB)|1300082549|01/01/2018|31/01/2018|1 166|153,95
13290_GEO (0252BB)|1300082549|01/02/2018|28/02/2018|1 117|147,28
13290_GEO (0252BB)|1300082549|01/03/2018|31/03/2018|1 171|153,59
13290_GEO (0252BB)|1300082549|01/04/2018|30/04/2018|1 075|142,53
13290_GEO (0252BB)|1300082549|01/05/2018|31/05/2018|1 114|147,63
13290_GEO (0252BB)|1300082549|01/06/2018|30/06/2018|1 082|143,58
13290_GEO (0252BB)|1300082549|01/07/2018|31/07/2018|1 131|150,11
13290_GEO (0252BB)|1300082549|01/08/2018|31/08/2018|1 145|152,06
13290_GEO (0252BB)|1300082549|01/09/2018|30/09/2018|1 082|144,51
13290_GEO (0252BB)|1300082549|01/10/2018|31/10/2018|1 112|148,07
13290_GEO (0252BB)|1300082549|01/11/2018|30/11/2018|1 100|146,26
13290_GEO (0252BB)|1300082549|01/12/2018|31/12/2018|1 184|156,69
13290_GEO (0252BB)|1300003030|01/01/2019|31/01/2019|1 231|155,46
13290_GEO (0252BB)|1300003030|01/02/2019|28/02/2019|1 050|134,06
13290_GEO (0252BB)|1300003030|01/03/2019|31/03/2019|1 123|142,68
13290_GEO (0252BB)|1300003030|01/04/2019|30/04/2019|1 071|136,91
13290_GEO (0252BB)|1300003030|01/05/2019|31/05/2019|1 105|141,00
13290_GEO (0252BB)|1300003030|01/06/2019|30/06/2019|1 133|145,04
13290_GEO (0252BB)|1300003030|01/07/2019|31/07/2019|1 381|174,34
13290_GEO (0252BB)|1300003030|01/08/2019|31/08/2019|1 398|176,41
13290_GEO (0252BB)|#|01/09/2019|30/09/2019|1 324|167,39
13290_GEO (0252BB)|1300003030|01/10/2019|31/10/2019|1 369|172,43
13290_GEO (0252BB)|1300003030|01/11/2019|30/11/2019|1 307|165,24
13290_GEO (0252BB)|9200078815|01/12/2019|31/12/2019|1 354|170,91
13290_GEO (0252BB)|1300003030|01/01/2020|31/01/2020|1 357|196,76
13290_GEO (0252BB)|1300003030|01/02/2020|29/02/2020|1 273|184,96
13290_GEO (0252BB)|1300003030|01/03/2020|31/03/2020|1 350|195,91
13290_GEO (0252BB)|1300003030|01/04/2020|30/04/2020|1 312|190,00
13290_GEO (0252BB)|1300003030|01/05/2020|31/05/2020|1 358|196,29
13290_GEO (0252BB)|1300003030|01/06/2020|30/06/2020|1 332|192,80
13290_GEO (0252BB)|#|01/07/2020|31/07/2020|1 404|201,89
13290_GEO (0252BB)|1300003030|01/08/2020|31/08/2020|1 419|205,12
13290_GEO (0252BB)|1300003030|01/09/2020|30/09/2020|1 334|193,26
13290_GEO (0252BB)|1300003030|01/10/2020|31/10/2020|1 350|195,14
13290_GEO (0252BB)|1300003030|01/11/2020|30/11/2020|1 270|175,21
13292_GEO (0252KO)|7293511510|01/01/2018|31/01/2018|909|114,32
13292_GEO (0252KO)|7293522867|01/02/2018|28/02/2018|855|107,81
13292_GEO (0252KO)|7293319851|01/03/2018|31/03/2018|935|117,45
13292_GEO (0252KO)|7293534003|01/04/2018|30/04/2018|1 030|128,90
13292_GEO (0252KO)|7293413195|01/05/2018|31/05/2018|1 244|154,68
13292_GEO (0252KO)|7293543396|01/06/2018|30/06/2018|1 211|150,71
13292_GEO (0252KO)|7293752671|01/07/2018|31/07/2018|1 261|156,82
13292_GEO (0252KO)|7293331014|01/08/2018|31/08/2018|1 287|159,95
13292_GEO (0252KO)|7292415194|01/09/2018|30/09/2018|1 206|151,14
13292_GEO (0252KO)|7293114846|01/10/2018|31/10/2018|1 234|154,53
13292_GEO (0252KO)|7294313621|01/11/2018|30/11/2018|1 197|150,05
13292_GEO (0252KO)|7293020499|01/12/2018|31/12/2018|1 230|154,05
13292_GEO (0252KO)|7293335434|01/01/2019|31/01/2019|1 264|173,75
13292_GEO (0252KO)|7294044545|01/02/2019|28/02/2019|1 112|153,44
13292_GEO (0252KO)|7292604722|01/03/2019|31/03/2019|1 228|168,94
13292_GEO (0252KO)|7294049310|01/04/2019|30/04/2019|1 195|164,53
13292_GEO (0252KO)|7294051715|01/05/2019|31/05/2019|1 242|170,81
13292_GEO (0252KO)|7293608854|01/06/2019|30/06/2019|1 265|173,88
13292_GEO (0252KO)|7292425654|01/07/2019|31/07/2019|1 279|175,75
13292_GEO (0252KO)|7293613757|01/08/2019|31/08/2019|1 314|180,43
13292_GEO (0252KO)|7293344257|01/09/2019|30/09/2019|1 250|171,88
13292_GEO (0252KO)|7292217276|01/10/2019|31/10/2019|1 291|177,36
13292_GEO (0252KO)|7294323922|01/11/2019|30/11/2019|1 241|170,68
13292_GEO (0252KO)|7294326246|01/12/2019|31/12/2019|1 290|177,22
13292_GEO (0252KO)|7294059396|01/01/2020|31/01/2020|1 290|176,34
13292_GEO (0252KO)|7294525921|01/02/2020|29/02/2020|1 200|164,42
13292_GEO (0252KO)|7293937310|01/03/2020|31/03/2020|1 287|175,94
13292_GEO (0252KO)|7294061862|01/04/2020|30/04/2020|1 252|171,31
